#class tools::wcsv::ntuple
#title Data
#separator 44
#vector_separator 59
#column string name
#column double x
#column double y
#column double z
#column double vx
#column double vy
#column double vz
#column double E
gamma,1.32252,-1.50612,42,0.0692598,-0.0686777,2.38973,2.39172
gamma,18.5738,4.67203,42,0.260219,0.122997,0.716616,0.772257
gamma,-19.023,-2.6477,42,-0.267218,-0.0381035,0.666827,0.719385
neutron,-16.3102,14.0919,42,-6.08139,10.1063,26.6057,0.328009
proton,-16.3438,14.1476,42.1469,7.95127,11.3601,6.16084,0.0347131
gamma,17.418,-8.20885,42,0.138472,-0.0891458,0.42241,0.1658
e-,18.3307,-8.7964,44.784,0.232698,-0.10822,0.557426,0.272177
gamma,9.70012,-12.773,42,0.209821,-0.081788,1.00237,0.434858
e-,9.79528,-12.8101,42.4546,0.490918,0.198704,0.82222,0.566912
gamma,-1.13558,2.01708,42,-0.0298635,0.0495717,1.04114,0.9441
e-,-1.33961,2.35576,49.1131,-0.0951588,-0.276354,0.158451,0.0949542
gamma,-5.02964,18.9443,42,-0.0977207,0.325026,0.613396,0.701032
gamma,18.4716,-9.74136,42,0.561592,-0.27908,1.32584,1.46667
nu_e,-16.7547,-3.3363,42,-0.076443,0.0163797,0.21053,0.224577
gamma,15.8948,10.7455,42,0.218618,0.302561,0.798917,0.301982
e-,19.4356,15.6458,54.9394,-0.00371559,0.0175268,-0.0141209,0.00047677
e-,19.4356,15.6458,54.9394,0.240755,0.0326967,0.931987,0.552746
anti_nu_e,1.38206,18.5615,42,0.0146752,0.153568,0.333426,0.367384
neutron,-10.3989,-18.6501,42,-10.5675,-11.574,18.7714,0.304344
proton,-10.6869,-18.9655,42.5116,-2.74564,3.72459,2.13508,0.00854782
gamma,1.45801,2.06962,42,0.307238,0.290894,6.32365,0.446983
e-,2.2824,2.85015,58.9678,0.0586258,0.661791,6.34669,5.49045
gamma,-19.1779,14.918,42,-0.471245,0.553628,1.21852,1.41893
gamma,-14.0855,-17.9513,42,-0.287876,-0.396699,0.89402,1.01957
anti_nu_e,15.2989,-5.23674,42,0.131634,-0.0338343,0.322321,0.349805
neutron,19.7749,-3.10891,42,6.00088,-1.57337,17.5764,0.184862
nu_e,11.7819,8.43044,42,0.0368214,0.0226719,0.112597,0.120615
gamma,15.8069,19.9122,42,4.06377,5.07363,10.8784,12.6726
gamma,16.9625,16.1562,42,0.100109,0.137315,0.309675,0.177205
e-,17.7698,17.2637,44.4975,0.264655,0.0944415,0.363165,0.167113
neutron,-2.38757,1.72096,42,-33.2961,-4.04361,27.5514,0.962075
O16,-3.04521,1.64109,42.5442,-17.5676,29.1066,6.04636,0
gamma,-1.30767,-17.1534,42,-0.181323,-2.03701,4.92894,5.33635
gamma,10.435,19.6151,42,0.989643,1.91098,4.17182,4.69418
gamma,12.9812,-17.6323,42,0.498552,-0.392435,1.2159,0.317137
e-,13.3708,-17.939,42.9503,0.51632,-0.70786,1.19227,0.998168
neutron,16.4244,-14.8573,42,9.39333,-5.92345,22.7883,0.164582
proton,16.5632,-14.9448,42.3366,-5.00389,2.59188,17.3562,0.0847645
gamma,14.4961,-16.5041,42,1.58998,-1.91161,4.7451,5.35708
gamma,-15.81,12.5772,42,-0.0809459,0.0278057,0.150137,0.172819
gamma,-18.3207,7.70429,42,-0.268462,0.19666,0.70387,0.345408
e-,-19.1534,8.31422,44.183,-0.362166,0.4717,0.525964,0.409976
gamma,0.515641,-16.5512,42,0.0774968,-0.264674,0.866756,0.414835
e-,0.581411,-16.7758,42.7356,0.363474,0.0244064,0.785908,0.472776
gamma,17.7317,-6.82956,42,0.112838,-0.0365718,0.349891,0.28796
e-,18.2222,-6.98853,43.5209,0.244058,-0.130896,0.114855,0.0808023
gamma,8.07687,16.6855,42,0.138769,0.179488,0.586824,0.629154
gamma,-7.69535,15.0958,42,-0.61444,1.08345,3.08654,0.363969
e-,-9.60035,18.4549,51.5694,0.00152016,-0.00333839,0.0225153,0.000475312
e-,-9.60035,18.4549,51.5694,-0.386062,1.37024,3.12843,2.78978
gamma,19.8735,-2.19986,42,0.650261,-0.0871475,1.35685,1.50714
gamma,6.31769,-3.25196,42,0.340619,-0.25245,0.0955594,0.178469
e-,9.02109,-5.25559,42.7584,0.509595,-0.216996,0.143393,0.245854
gamma,-10.7509,-19.6942,42,-0.120288,-0.30162,0.574709,0.660102
nu_e,1.98715,14.4302,42,0.00635897,0.0375395,0.107855,0.114378
gamma,-0.0430479,1.90902,42,-0.0177092,0.158461,3.03248,0.350147
e-,-0.125796,2.64944,56.1695,0.317578,0.157122,3.13646,2.52533
gamma,14.4541,-19.0995,42,0.282024,-0.34723,0.772221,0.856645
e-,14.8181,-19.5477,42.9967,-0.0211677,-0.0081405,0.00246091,0.000463878
e-,14.8181,-19.5477,42.9967,0.100926,0.137903,0.089791,0.0340206
nu_e,5.11897,-16.6608,42,0.0145858,-0.046571,0.103444,0.114378
gamma,2.53216,16.8808,42,0.0741862,0.373454,1.14095,0.225011
e-,2.67432,17.5965,44.1864,0.205328,0.428432,1.31515,0.933609
gamma,-10.269,16.3032,42,-0.777357,1.28747,3.40348,3.72096
gamma,-4.66146,16.1219,42,-0.116481,0.357428,1.06148,1.12609
gamma,-18.8197,-19.8625,42,-1.28593,-1.3488,2.87842,3.42902
gamma,-0.412221,-1.10635,42,-0.25066,0.573597,2.76112,2.83119
