#class tools::wcsv::ntuple
#title Data
#separator 44
#vector_separator 59
#column string name
#column double x
#column double y
#column double z
#column double vx
#column double vy
#column double vz
#column double E
gamma,1.94642,1.31098,42,0.148351,0.132445,3.07235,3.07877
gamma,9.99202,19.1311,42,0.159193,0.310845,0.706291,0.787917
gamma,5.9469,17.2851,42,0.0319858,0.349639,0.830678,0.90183
gamma,-19.9929,9.98732,42,-1.99527,1.06862,4.05374,4.64283
neutron,-18.0361,-6.34304,42,-7.97429,-1.42775,47.1876,0.946435
proton,-18.0484,-6.34525,42.0729,-12.1303,16.6756,9.31454,0.00950619
gamma,19.3997,-16.9553,42,0.434527,-0.347461,0.847906,1.01414
gamma,-17.0397,-14.0717,42,-0.297446,-0.18271,0.819806,0.891033
gamma,-10.4944,-14.8616,42,-1.6933,-2.3533,6.796,7.38857
gamma,-19.6981,2.992,42,-0.472267,0.181714,1.16151,0.488125
e-,-19.9879,3.1035,42.7127,-0.00627434,-0.0183154,0.0114082,0.000476388
e-,-19.9879,3.1035,42.7127,-0.817182,-0.000757801,0.856363,0.767001
gamma,14.4944,-15.7129,42,0.357506,-0.308483,0.973523,1.082
gamma,19.768,15.8082,42,1.06928,1.12132,2.48683,2.93002
gamma,1.44098,-2.07555,42,0.163377,-0.19537,4.15486,0.885044
e-,1.98474,-2.72579,55.8284,-0.130453,-0.861599,3.65143,3.04685
gamma,4.22184,-13.9266,42,0.163448,-0.564072,1.72565,1.82284
gamma,-5.38572,-16.374,42,-0.111932,-0.222558,0.696179,0.639464
e-,-6.19411,-17.9813,47.0279,0.0166201,-0.00263369,-0.0148931,0.00049386
e-,-6.19411,-17.9813,47.0279,-0.251588,-0.207386,0.0719096,0.0938855
gamma,-4.71319,15.1755,42,-0.167821,0.401213,1.30191,1.26802
e-,-5.37986,16.7693,47.1719,-0.316983,-0.0446834,0.123956,0.101638
gamma,15.3191,18.1734,42,1.82233,2.08685,4.93704,5.66129
gamma,-1.04559,-19.8596,42,0.0787672,-0.434684,0.632321,0.771352
gamma,-0.190535,-19.6336,42,0.0156376,-0.505987,1.20798,1.30977
gamma,-9.49674,-15.5176,42,-0.124287,-0.244867,0.685766,0.611504
e-,-10.2577,-17.0169,46.1987,0.239574,-0.22959,0.189875,0.122071
gamma,16.7094,-19.2747,42,0.398878,-0.405223,1.02661,1.17356
nu_e,-8.76842,-9.54575,42,-0.0365494,-0.0368034,0.162195,0.170287
gamma,16.454,-15.652,42,1.16892,-0.811417,2.75929,3.10459
gamma,5.88246,-18.8171,42,0.476512,-1.46666,3.22353,3.57342
gamma,-2.35973,15.9384,42,-0.112831,0.362949,1.29377,0.584116
e-,-2.70326,17.0435,45.9391,0.00869356,-0.0075264,-0.0197031,0.000215924
e-,-2.70326,17.0435,45.9391,-0.567487,0.423811,0.92861,0.725419
gamma,-8.55015,14.3823,42,-0.0226753,0.0896675,0.303943,0.153865
e-,-8.61373,14.6337,42.8523,-0.010194,0.215355,0.384429,0.159507
gamma,-1.97277,-1.35801,42,-0.4374,-0.155471,6.78781,0.712261
e-,-3.8014,-2.00799,70.3778,-0.735162,0.437083,6.52679,5.59748
gamma,3.25781,-1.44344,42,0.415978,-0.858017,4.10083,4.21023
gamma,13.6947,-14.6603,42,0.89155,-0.959698,2.71197,3.01176
gamma,0.123067,-0.354169,42,-0.0123886,-0.0554997,4.1339,4.13429
gamma,-7.30367,-15.1608,42,-1.11715,-2.34536,6.33419,6.84622
gamma,-5.82165,-17.8503,42,-0.660151,-1.48832,3.3167,3.69478
anti_nu_e,2.72153,9.23777,42,0.0171302,0.0417791,0.205279,0.210187
gamma,-10.2806,-19.0893,42,-0.674633,-1.17385,2.63519,2.96265
gamma,17.9189,7.31375,42,0.07387,0.0423533,0.215865,0.210893
e-,18.3808,7.57858,43.3498,0.0183566,-0.115961,0.0909613,0.0207285
gamma,4.58539,16.2612,42,0.131838,0.154916,0.752576,0.779584
gamma,-1.53261,-19.4293,42,-0.0265551,-0.239757,0.451805,0.512168
gamma,19.0081,18.5322,42,0.315188,0.325897,0.644938,0.788352
gamma,-17.8834,-10.3979,42,-0.883711,-0.739767,2.32118,2.59154
gamma,19.7133,-11.9987,42,1.05284,-0.373139,2.02803,2.3153
gamma,19.8723,5.51204,42,0.135757,0.0238172,0.288211,0.319473
gamma,-6.70023,17.5947,42,-0.828021,2.22383,5.14982,5.67025
gamma,7.54919,15.0545,42,0.25361,0.511941,1.48767,1.5936
gamma,-16.2985,-19.5757,42,-0.302005,-0.366773,1.27651,1.36206
gamma,-11.4421,-17.3602,42,-0.73864,-1.20987,2.36345,2.75595
gamma,12.5043,10.9554,42,0.214635,0.0494353,0.54201,0.585053
gamma,-5.61162,-16.7728,42,-0.155801,-0.459595,1.0193,0.25374
e-,-6.32628,-18.8809,46.6755,-0.331486,-0.381634,1.18523,0.829453
gamma,-19.7754,-1.42961,42,-0.449499,-0.0336795,0.975174,1.07431
gamma,-17.7857,-18.4069,42,-1.02072,-1.13557,2.24122,2.71191
gamma,-1.2879,-15.5043,42,-0.0564049,-0.995077,2.46923,1.24891
e-,-1.38596,-17.2342,46.2928,0.119626,0.0748401,1.85043,1.33207
gamma,9.47226,16.2861,42,0.801308,1.37183,3.43958,3.78876
gamma,1.55056,-19.1935,42,0.0121278,-0.382726,0.779256,0.868255
gamma,-13.1402,19.395,42,-0.351495,0.463026,0.958749,1.12122
neutron,14.8335,-12.2952,42,7.57851,-4.98144,30.8185,0.458306
O16,15.6692,-12.8445,45.3986,34.402,-15.8901,35.6068,0
gamma,-18.1808,-14.6525,42,-1.23605,-0.989649,2.91125,3.314
gamma,-15.8902,16.4655,42,-0.635188,0.694116,2.04144,1.08006
e-,-17.1517,17.8441,46.0544,0.0991925,0.0426106,1.59545,1.09596
gamma,6.94603,-17.3722,42,0.0886365,-0.19408,0.48909,0.191843
e-,8.0509,-19.7914,48.0966,-0.00549056,0.0214426,-0.00388305,0.000484168
e-,8.0509,-19.7914,48.0966,0.089501,-0.388522,0.553355,0.328769
gamma,12.1989,18.9196,42,1.78558,3.2204,6.95714,7.87154
gamma,-17.0784,19.4004,42,-2.87952,3.34273,7.07499,8.33793
gamma,14.8748,14.6473,42,0.189554,0.163286,0.519879,0.178188
e-,15.8253,15.4661,44.6067,0.282942,0.197297,0.668976,0.37866
gamma,-6.52129,-15.7871,42,-0.150765,-0.160004,0.438393,0.438699
e-,-6.99502,-16.2899,43.3775,-0.0369031,0.161057,0.168003,0.0494492
gamma,1.5026,-13.9701,42,0.0314291,-0.140798,0.69338,0.708229
gamma,-2.0252,-2.07669,42,-0.297733,-0.350019,3.79641,3.82412
gamma,17.7207,12.8676,42,0.166067,0.0569824,0.289995,0.339001
gamma,-3.70215,-14.462,42,-0.0910622,-0.171149,0.916931,0.734088
e-,-6.04754,-18.8701,65.6164,0.018004,0.00279444,0.013729,0.000492518
e-,-6.04754,-18.8701,65.6164,-0.217884,-0.381919,0.233957,0.192304
gamma,-10.77,15.2882,42,-0.262342,0.415581,1.12389,1.21143
e-,-12.7195,18.3764,50.3516,0.0212998,-0.00546737,-0.0060682,0.000485677
e-,-12.7195,18.3764,50.3516,0.0836866,0.0900745,0.00990021,0.0143598
gamma,13.1081,-18.3877,42,1.01634,-1.52268,3.25988,3.73876
gamma,-17.9356,-19.0543,42,-0.459246,-0.49059,1.10437,1.29275
gamma,0.366564,-19.2891,42,0.0455995,-0.515687,0.963608,1.09387
gamma,5.40839,-16.6127,42,0.151263,-0.182416,0.527943,0.506642
e-,6.29736,-17.6847,45.1027,-0.00410482,0.0206117,-0.00692029,0.000468973
e-,6.29736,-17.6847,45.1027,-0.027056,0.16199,0.226325,0.0690131
gamma,16.4151,-3.00146,42,0.24753,-0.0390532,0.950934,0.870121
e-,17.822,-3.22342,47.4048,-0.246917,-0.110267,0.235494,0.109825
gamma,-4.42459,15.4786,42,-0.120041,1.16555,3.06328,3.27972
gamma,-9.453,-19.3231,42,-0.27746,-0.823381,1.5526,1.77919
gamma,19.5158,18.3946,42,0.139827,0.143485,0.335332,0.390624
gamma,3.58744,15.8648,42,0.0833158,0.157118,0.612338,0.296272
e-,3.78581,16.2389,43.4579,0.0784143,-0.136685,0.663743,0.330928
gamma,19.6569,7.2259,42,1.03243,0.182319,2.21705,2.45244
gamma,-7.62059,18.9094,42,-0.216387,0.722324,1.67272,0.507389
e-,-7.86858,19.7372,43.9171,-0.55897,0.955123,1.37618,1.25517
gamma,-16.2998,2.45613,42,-0.0522656,0.0566916,0.402634,0.172686
e-,-16.8665,3.07077,46.3653,0.0166641,0.160692,0.522167,0.22589
gamma,-19.9616,12.381,42,-0.214626,0.131621,0.482746,0.544456
gamma,-4.86731,-14.9937,42,-0.355495,-0.660987,2.17756,2.30326
gamma,-6.4263,19.8899,42,-0.138498,0.470052,0.833743,0.967088
gamma,19.5638,9.30063,42,1.54102,0.727069,3.36677,3.7734
gamma,-17.078,-17.1263,42,-0.145454,-0.255037,0.46617,0.550922
e-,-1.30876,-19.6719,42,0.0404136,-5.60308,11.6519,12.4282
gamma,-12.1356,17.9486,42,-0.378253,0.399073,1.20502,0.775342
e-,-13.2075,19.0795,45.4147,0.0118753,-0.0178488,0.00673854,0.00048421
e-,-13.2075,19.0795,45.4147,0.27656,0.369187,0.805585,0.5237
gamma,-5.2881,17.304,42,-0.154381,0.500539,1.21964,1.32736
gamma,15.946,-18.3418,42,0.140143,-0.125548,0.318314,0.369765
gamma,1.60582,17.5397,42,0.0175397,0.0688479,0.221644,0.165751
e-,2.17125,19.7591,49.1451,-0.0162287,0.015694,-0.0032806,0.000500718
e-,2.17125,19.7591,49.1451,-0.136012,0.101421,0.208706,0.0635638
