#class tools::wcsv::ntuple
#title Data
#separator 44
#vector_separator 59
#column string name
#column double x
#column double y
#column double z
#column double vx
#column double vy
#column double vz
#column double E
gamma,14.8722,19.9665,42,0.481329,0.762741,1.499,1.74941
gamma,-3.67708,-14.6986,42,-0.0425522,-0.103449,0.334095,0.29539
e-,-4.14625,-15.8392,45.6836,0.117366,0.10338,0.19222,0.0556111
gamma,-19.2624,-12.8555,42,-0.50873,-0.388598,1.21278,1.37136
gamma,10.5409,18.7308,42,0.274805,0.39664,1.10828,1.20877
gamma,11.2046,14.3169,42,0.374089,0.361502,1.24901,0.273603
e-,12.4437,15.5143,46.1371,0.62852,0.299426,1.3355,1.02248
gamma,-2.46426,16.6879,42,-0.461162,1.1332,1.86416,2.22978
gamma,-19.6955,-17.6211,42,-0.670318,-0.681857,1.51402,1.79068
gamma,-19.2235,-16.6024,42,-0.620226,-0.530916,1.42946,1.64618
gamma,13.3878,-16.6525,42,0.197817,-0.222153,0.642686,0.256477
e-,16.1783,-19.7863,51.066,-0.0194188,0.00797112,-0.00893349,0.000497169
e-,16.1783,-19.7863,51.066,-0.0114832,-0.246238,0.777104,0.415591
gamma,-6.22671,19.337,42,-0.0167046,0.184873,0.385734,0.428074
gamma,-1.90984,0.294992,42,-0.233728,-0.0209427,6.03933,6.04388
gamma,12.3417,-19.8608,42,0.467098,-0.719892,1.5975,1.8134
gamma,19.7685,11.1203,42,0.504754,0.324756,1.1637,1.30937
gamma,17.6978,3.2384,42,0.831852,0.407876,2.27277,2.45435
gamma,12.4227,-19.925,42,0.318683,-0.404068,0.669826,0.844688
gamma,16.0098,16.5486,42,2.6914,2.65327,6.89374,7.86175
gamma,-15.4957,-17.6193,42,-0.802516,-0.905565,2.00893,1.43876
e-,-16.8837,-19.1855,45.4746,0.00631265,-0.00693954,-0.0200393,0.000374051
e-,-16.8837,-19.1855,45.4746,-0.179506,0.177555,1.29718,0.862096
neutron,-13.8507,14.8215,42,-5.4491,6.63172,26.8111,0.0606819
proton,-14.1335,15.1657,43.3919,-0.893378,-2.97836,25.8495,0
gamma,5.45261,-18.5557,42,0.0522334,-0.1387,0.377529,0.405579
gamma,-1.18509,-1.50168,42,-0.00816702,-0.0855446,0.392998,0.221142
e-,-1.31245,-2.83573,48.1287,0.211952,-0.102405,0.403123,0.170287
gamma,5.72654,16.3605,42,0.17594,0.492225,1.2638,1.36763
gamma,-14.6544,-19.0416,42,-1.09529,-1.34713,2.99062,3.45807
gamma,16.1724,-17.2116,42,1.89968,-2.01972,5.0541,5.76471
gamma,12.815,-12.7089,42,0.261288,-0.178014,0.909315,0.876206
e-,14.8787,-14.1149,49.1821,0.26041,0.137851,0.0951755,0.0821436
gamma,2.29982,-14.8194,42,0.128165,-0.140814,0.474199,0.226787
e-,3.61909,-16.2689,46.8812,0.288981,0.00521011,0.53636,0.270309
gamma,-19.7698,-2.99641,42,-0.406871,0.00927959,0.842077,0.935267
gamma,-8.91009,18.0779,42,-0.414916,0.948194,2.18923,2.42156
gamma,17.0393,8.39828,42,0.349747,0.34158,1.17335,1.13686
e-,17.5818,8.92813,43.8201,-0.00391643,0.00135068,-0.0224328,0.000479683
e-,17.5818,8.92813,43.8201,-0.291465,0.061719,0.256483,0.128903
gamma,-4.01695,-18.9467,42,-0.35831,-1.22574,3.05301,3.30934
gamma,7.9746,-19.2908,42,0.801898,-1.82225,4.01737,4.48363
gamma,-1.65211,19.0745,42,-0.0191944,0.655138,1.2538,1.41478
anti_nu_e,-0.593257,-15.0109,42,-0.011687,-0.123977,0.32046,0.343805
gamma,18.798,2.91795,42,0.655736,0.0637063,1.53517,1.01482
e-,19.5422,2.99026,43.7425,-0.0162427,-0.00429862,-0.0149219,0.00043059
e-,19.5422,2.99026,43.7425,0.883186,-0.064586,0.561015,0.624911
gamma,-3.36289,19.4195,42,-0.108883,0.577836,1.35022,1.4727
gamma,18.9001,-10.0634,42,0.417227,-0.440284,1.2927,1.42793
gamma,19.7711,-4.12618,42,0.0472705,-0.00228082,0.102106,0.112541
gamma,-14.6624,-13.0471,42,-0.443814,-0.400139,1.95216,0.314559
e-,-19.3562,-17.2789,62.646,-0.719827,-0.274978,2.03807,1.61887
gamma,14.4496,19.5226,42,0.0868913,0.099719,0.270241,0.300873
gamma,-18.5367,-1.17458,42,-1.60175,-0.197137,3.98078,4.29548
gamma,-18.0358,-14.5115,42,-0.439952,-0.323718,1.04807,1.18187
gamma,3.35463,16.0883,42,0.080683,0.243292,0.731767,0.214882
e-,4.52322,19.6121,52.5987,-0.0198646,0.381044,0.861003,0.535403
gamma,5.60434,16.9963,42,0.329117,0.598078,1.56152,0.318512
e-,6.64468,18.8868,46.9359,0.0749677,0.774157,1.65268,1.29064
gamma,-16.04,16.9775,42,-2.01436,2.06304,5.28281,6.01846
gamma,19.1096,18.768,42,1.3385,1.27628,2.92191,0.814797
e-,19.9513,19.5705,43.8373,0.972149,1.75685,2.37833,2.55445
gamma,4.77321,-19.6893,42,0.0271528,-0.23281,0.384532,0.450336
gamma,18.6098,18.4134,42,0.494439,0.488042,1.12508,1.3197
e-,18.6133,18.417,42.0081,0.0332255,-0.0388785,0.00386517,0.00245915
gamma,-7.11449,19.5774,42,-0.512127,1.51565,3.2006,1.58145
e-,-7.18915,19.7984,42.4666,0.402708,1.48845,1.91046,1.89408
gamma,3.76761,16.1923,42,0.152547,0.552792,1.34736,0.460937
e-,3.79293,16.284,42.2236,0.348878,0.135899,1.3755,0.941048
gamma,0.358748,-18.5779,42,0.0282284,-0.770172,1.45409,1.64571
gamma,5.25354,13.2421,42,0.0952294,0.0651588,0.497801,0.30762
e-,5.46475,13.3866,43.1041,0.341121,0.148621,0.332782,0.193246
gamma,-19.1163,-6.11105,42,-0.881566,-0.243946,1.94419,2.14862
neutron,0.698466,-15.937,42,-0.693846,-15.7366,37.4903,0.749904
O16,0.546485,-19.384,50.2119,-36.5464,-13.5593,48.4256,0
gamma,0.745367,0.296244,42,0.0629519,0.00378676,3.28555,0.249789
e-,0.986796,0.310766,54.6005,0.0672758,-0.11147,3.50794,2.6033
neutron,16.3733,-17.5783,42,8.00875,-7.10255,15.2678,0.0877183
proton,17.5558,-18.627,44.2544,11.2067,-7.00427,2.83371,0.00782529
gamma,0.952261,-19.2328,42,0.0790157,-1.25549,2.68161,2.96201
gamma,-18.1091,-18.7083,42,-2.11445,-2.26339,5.04955,5.92383
gamma,1.22559,0.234459,42,0.10745,-0.0968607,1.70619,1.41625
e-,2.00219,-0.465609,54.3316,0.353208,0.346262,0.381514,0.229172
gamma,-1.38897,1.5858,42,-0.0599454,0.0661046,1.44925,0.515704
e-,-1.99965,2.25924,56.764,-0.15317,0.529144,1.23694,0.885282
gamma,-16.1752,-18.1817,42,-4.43029,-4.93483,11.611,13.3714
gamma,-0.816211,0.698222,42,0.00819721,-0.0720401,0.790859,0.588056
e-,-0.756334,0.172003,47.7769,0.108446,-0.389164,0.299852,0.191552
gamma,-19.9654,-17.6502,42,-0.325953,-0.212532,0.654529,0.761462
gamma,-3.90144,17.7541,42,-0.181077,0.968965,2.20894,2.4189
gamma,9.89251,-15.3251,42,0.235952,-0.199213,0.776174,0.67446
e-,12.7755,-17.7591,51.4836,0.186297,0.26721,0.290111,0.150346
gamma,-11.0085,-17.3044,42,-1.9853,-2.92713,6.39043,7.30391
e-,6.16919,-19.5005,42,0.746753,-1.49381,2.17342,2.27708
gamma,-1.71313,18.1749,42,-0.00419306,0.0454615,0.0939198,0.104428
gamma,-2.1827,-16.1432,42,-0.126614,-0.905907,2.40906,2.57688
gamma,-15.493,-18.3393,42,-0.934464,-1.19028,2.93002,0.271867
e-,-16.2741,-19.3343,44.4493,-1.15058,-1.32145,3.02952,2.40743
e-,-16.2957,-19.3599,44.5161,-0.228315,-0.683282,0.252728,0.388183
gamma,0.948493,17.7509,42,0.0312974,1.79151,3.91837,4.30861
gamma,-10.7795,13.8976,42,-0.153574,0.239797,1.10776,0.629535
e-,-12.0248,15.8421,50.9828,-0.471714,-0.157721,0.736597,0.480124
gamma,5.03629,17.3571,42,0.115516,0.273201,0.787206,0.841235
gamma,-17.1571,-13.2512,42,-0.362779,-0.191875,0.969681,1.05295
neutron,16.0509,11.1451,42,26.4953,10.1201,44.9131,0.734418
proton,16.5565,11.3382,42.8571,22.667,-19.7403,23.1345,0.06275
gamma,-0.230811,-0.377782,42,0.0101038,-0.0235367,1.43347,0.592819
e-,-0.208343,-0.430121,45.1876,0.49296,0.149107,1.14069,0.792482
gamma,4.89748,-19.1845,42,0.167753,-0.737079,1.53527,1.71128
gamma,-7.93128,-19.5444,42,-0.0964222,-0.181075,0.477481,0.519686
gamma,12.2727,-17.9842,42,0.824212,-1.1802,2.77277,3.12418
gamma,-10.2615,15.8152,42,-0.0728567,0.0659251,0.332467,0.342091
e-,-12.2488,17.6134,51.0686,0.0268625,0.0629106,0.00444591,0.00450338
neutron,16.4299,14.5583,42,13.7334,9.55585,28.4311,0.116986
proton,16.7053,14.7499,42.57,3.45225,-1.09794,29.2309,0
gamma,2.03944,-18.7865,42,-0.00574591,-0.30136,1.07706,1.11844
gamma,17.4739,-17.292,42,1.07452,-1.06143,2.61979,3.02399
gamma,-19.5266,19.268,42,-2.64477,2.47438,5.55889,6.63465
gamma,-12.1463,-18.0277,42,-0.398607,-0.253184,0.828646,0.203131
e-,-12.729,-18.3979,43.2115,-0.464591,-0.345208,0.997756,0.707926
gamma,2.75018,15.1138,42,0.0189368,0.168799,0.501259,0.20903
e-,2.75504,15.1571,42.1287,0.098038,0.0422222,0.646836,0.307266
gamma,-4.94448,-19.2428,42,-0.07711,-0.209485,0.379841,0.440578
gamma,-8.92676,-18.3198,42,-0.686792,-1.30867,2.85789,3.21742
gamma,-12.9254,19.9499,42,-1.85694,3.06508,5.96796,6.96129
gamma,-17.6859,17.3201,42,-0.0690422,0.134476,0.237642,0.281645
gamma,0.795521,-0.527737,42,0.010174,-0.0178754,0.33727,0.300045
e-,0.808165,-0.549952,42.4192,-0.0962182,0.137141,0.10971,0.0370075
gamma,9.47968,18.6151,42,0.224589,0.557652,1.13523,1.28458
gamma,-5.48187,-17.2367,42,-0.25694,-0.600193,1.55416,1.68572
gamma,11.7726,15.2372,42,0.051839,0.0707735,0.205141,0.222189
e-,12.4803,16.2034,44.8004,0.0160737,-0.013558,-0.00884594,0.000497247
e-,12.4803,16.2034,44.8004,-0.0168604,0.00720078,-0.00760424,0.000376602
gamma,-1.96094,-15.677,42,0.410097,-0.378734,0.889205,1.04991
gamma,12.8405,14.3399,42,0.261816,0.249468,0.909113,0.978401
