#class tools::wcsv::ntuple
#title Data
#separator 44
#vector_separator 59
#column string name
#column double E
gamma,0.690579
gamma,0.900544
neutron,0.178705
proton,0
gamma,0.974551
e-,1.54346
gamma,4.38829
gamma,2.83413
gamma,1.02733
e-,0.00047882
e-,0.823998
gamma,0.967758
gamma,1.08731
gamma,1.84797
gamma,4.90217
gamma,3.16945
gamma,2.04088
gamma,2.57501
gamma,0.458741
gamma,1.55284
gamma,5.31553
gamma,2.15368
gamma,0.748986
e-,2.3201
gamma,0.17271
e-,0.281806
gamma,5.27369
gamma,2.27722
gamma,1.85002
gamma,1.42389
gamma,4.57564
gamma,5.9211
gamma,0.917083
gamma,4.73656
gamma,1.28401
gamma,1.36727
gamma,4.33668
gamma,1.37162
gamma,7.52427
gamma,2.9477
gamma,6.61881
gamma,6.55652
gamma,3.04811
gamma,2.99428
gamma,0.698505
gamma,1.55997
gamma,2.79231
gamma,3.95647
gamma,11.4778
e-,9.24316
gamma,0.86564
gamma,2.27964
gamma,1.88517
gamma,0.263277
e-,1.55714
gamma,3.30854
gamma,0.675177
anti_nu_e,0.284753
gamma,2.06788
gamma,1.75639
gamma,3.85637
gamma,2.37615
gamma,1.36354
gamma,1.97496
gamma,2.88459
gamma,2.50498
gamma,1.3348
gamma,1.54873
gamma,11.1774
gamma,0.358669
e-,0.000470005
e-,2.55752
gamma,6.48788
gamma,2.39824
gamma,1.8813
e-,8.05615
gamma,3.6777
gamma,1.62625
gamma,1.43035
gamma,1.47046
gamma,1.64439
gamma,2.14795
gamma,6.44455
gamma,2.13328
gamma,2.17107
gamma,6.5622
gamma,1.52559
e-,2.83979
gamma,2.53076
gamma,2.56347
gamma,0.14193
gamma,0.934674
gamma,0.84104
gamma,3.09851
gamma,7.10406
gamma,4.87595
gamma,3.5105
gamma,0.358753
gamma,2.62348
gamma,6.54234
gamma,1.00745
gamma,3.15669
gamma,2.74815
gamma,0.270615
e-,2.9847
gamma,5.99015
gamma,1.08088
e-,0.000467166
e-,0.0727931
gamma,2.46665
e-,6.03676
gamma,2.67213
gamma,0
O16,0
e+,6.41139
e-,9.19276
gamma,3.33265
gamma,1.69894
e-,0.115121
gamma,0.901818
gamma,0.246675
e-,0.315569
gamma,6.3886
gamma,0.194138
e-,0.00180801
gamma,1.39275
e-,3.48676
gamma,1.64715
gamma,1.42294
gamma,2.85393
gamma,1.4577
gamma,1.22873
gamma,1.55919
gamma,1.95101
gamma,1.6832
e-,0.406457
gamma,2.70494
gamma,4.13606
neutron,0.578273
proton,0.00257882
gamma,0.398824
e-,1.31007
gamma,3.07025
gamma,1.88355
gamma,1.92442
gamma,5.6963
gamma,6.95454
gamma,3.19219
gamma,0.764964
gamma,4.10855
gamma,0.947497
gamma,3.17896
gamma,3.52476
gamma,2.76971
e-,0.0256434
gamma,3.48553
gamma,1.77841
gamma,1.12492
gamma,0.241234
e-,1.13471
gamma,9.36052
gamma,3.01164
gamma,1.56716
gamma,0.609736
gamma,2.52521
gamma,2.7129
gamma,2.21087
gamma,0.974533
gamma,2.26971
gamma,0.539178
gamma,9.24017
gamma,1.25168
gamma,1.45389
e-,0.854004
gamma,1.39628
gamma,3.80089
gamma,0.226308
gamma,0.929552
e-,2.73817
gamma,3.92139
gamma,2.42193
gamma,2.80015
gamma,1.7766
gamma,1.3082
gamma,7.04083
gamma,2.29633
gamma,3.80096
gamma,3.81895
gamma,1.8002
gamma,3.63656
gamma,4.1528
gamma,1.33813
gamma,1.05863
gamma,1.47292
gamma,1.68663
gamma,5.40886
gamma,0
e-,0.41844
e+,0.570923
e-,0.207103
gamma,1.82364
gamma,3.6328
gamma,0.688859
gamma,1.97537
gamma,7.66238
gamma,4.84797
gamma,4.09862
gamma,7.76399
gamma,1.58877
gamma,1.05692
gamma,1.0253
gamma,2.2338
gamma,1.24165
gamma,0.893724
gamma,2.8862
gamma,14.4526
gamma,4.35428
gamma,4.84026
gamma,3.62416
gamma,5.64497
gamma,5.49272
gamma,3.38529
gamma,4.37543
gamma,2.68279
gamma,5.31255
gamma,4.41607
gamma,0.458581
e-,0.0477783
gamma,4.0843
gamma,2.66637
gamma,4.40314
gamma,2.96901
gamma,1.03735
gamma,5.37802
gamma,10.1989
gamma,3.94937
gamma,2.62824
gamma,4.04654
gamma,3.5385
gamma,1.27602
gamma,1.72813
gamma,4.55039
gamma,1.617
gamma,1.35186
gamma,2.33258
gamma,2.50293
gamma,3.07664
gamma,4.53055
gamma,0.785518
gamma,10.8626
gamma,6.65628
gamma,3.38031
gamma,9.79997
gamma,6.31343
gamma,5.27562
gamma,2.68388
gamma,3.59923
gamma,1.30828
gamma,2.82296
gamma,6.8702
gamma,1.3121
e-,0.0803925
gamma,10.3061
gamma,4.18599
gamma,3.18239
gamma,2.26701
gamma,5.18954
gamma,1.76251
gamma,1.03128
gamma,5.05726
gamma,1.29031
gamma,1.73548
gamma,2.97173
gamma,0.31349
e-,0.0341516
gamma,2.15232
gamma,4.36131
gamma,0.644075
e-,0.810067
gamma,3.11886
gamma,3.33217
gamma,2.24357
gamma,4.31323
gamma,1.04543
gamma,9.95095
