name,x,y,z,vx,vy,vz,E
gamma,0.506392,-1.53291,42.0,0.0261589,-0.357701,8.19055,0.600997
gamma,0.158976,-0.465731,42.0,-0.0180012,0.0623524,0.442332,0.279607
gamma,0.508515,0.620759,42.0,0.018702,0.0465481,1.42896,1.31732
gamma,-0.0668615,-0.876485,42.0,0.0109901,-0.000358632,0.215806,0.197552
gamma,0.76481,0.854111,42.0,0.0586772,0.145227,1.46351,1.47187
gamma,-1.66836,-1.28281,42.0,-0.15983,-0.145919,3.70491,3.37052
gamma,-1.68278,-0.240026,42.0,-0.0539135,-0.00155718,1.52057,1.46179
gamma,-0.377757,-0.876966,42.0,-0.0515394,-0.0197363,0.595508,0.495643
gamma,0.223258,-1.90397,42.0,0.0400641,-0.160247,7.76163,0.0
gamma,0.583989,1.58195,42.0,0.0508968,0.199748,6.38001,6.38334
gamma,1.0078,-2.1732,42.0,-0.00236662,-0.0884809,0.539198,0.208512
gamma,1.98416,0.37969,42.0,1.47737,-0.9277,2.60321,0.450727
gamma,0.822015,0.06056,42.0,0.111668,0.0561336,5.37945,4.19153
gamma,-0.267355,-0.108799,42.0,0.00211438,-0.0218587,1.8788,1.87893
gamma,0.19138,0.976195,42.0,0.0842919,0.138855,2.94661,2.61572
gamma,-0.119423,0.817063,42.0,0.00455612,0.0321707,2.9164,1.48813
gamma,-0.0513338,-0.651797,42.0,-0.0152616,-0.0233971,3.26583,0.378849
gamma,1.30119,-0.949939,42.0,0.269255,-0.196173,6.44439,6.453
gamma,-2.08788,-0.66223,42.0,-0.130429,-0.0250489,2.3655,1.00166
gamma,-1.57355,-0.277019,42.0,-0.755546,-0.236218,9.78606,0.0
gamma,-0.739949,0.749828,42.0,-0.08368,-0.0233429,1.56995,0.225951
gamma,-0.77786,1.22406,42.0,-0.106345,0.209852,6.52113,3.02192
gamma,-0.636052,1.00392,42.0,-0.0542895,0.172357,5.85234,5.85513
gamma,-1.30614,-1.54573,42.0,-0.0489359,-0.0813439,2.31035,1.38423
gamma,0.701891,1.1657,42.0,0.0260997,0.0839045,2.58007,1.71824
gamma,0.249595,1.7011,42.0,0.0806894,0.262752,6.33071,6.33668
gamma,-0.534597,-0.116453,42.0,-0.0380768,-0.0108592,1.17857,0.478342
gamma,0.0356041,2.34904,42.0,0.0346457,0.206291,1.23763,0.824392
gamma,-0.898037,-1.35333,42.0,-0.0030534,-0.0351694,0.167236,0.169523
gamma,1.88279,0.257781,42.0,0.776267,0.0101767,19.8641,19.8792
gamma,1.27264,-1.96066,42.0,0.0506728,-0.101715,2.0467,0.55059
gamma,-0.59041,0.260884,42.0,-0.0317264,0.0433851,8.928,8.92816
gamma,-0.793437,0.51694,42.0,-0.0462139,0.02992,1.716,0.94628
gamma,1.04444,-1.86627,42.0,0.2621,-0.35408,10.0891,10.0987
gamma,0.247626,0.991749,42.0,0.0152926,0.02161,1.16165,0.542366
gamma,-3.06468,1.72387,42.0,-0.120874,0.0209288,0.512531,0.514634
gamma,0.178072,1.41344,42.0,0.0246585,0.0750281,2.15943,0.238003
gamma,2.04776,-0.517508,42.0,0.143993,-0.0490376,2.46435,1.49652
gamma,0.687305,-0.437533,42.0,0.0912889,0.209505,3.63959,3.64676
gamma,-0.43661,1.16177,42.0,-0.00130388,0.00388144,0.209804,0.189772
gamma,0.0638256,-0.949639,42.0,0.00438747,-0.0475536,0.633295,0.628704
gamma,-1.57025,-0.228921,42.0,-0.0506174,-0.0122691,1.86329,1.86402
gamma,0.137698,-2.06359,42.0,0.0214973,-0.241072,5.20529,5.21092
gamma,-0.153584,1.2311,42.0,0.0022139,0.0879897,2.36352,2.36516
gamma,-4.36894,1.92327,42.0,-0.694287,0.932273,1.42265,0.868764
gamma,-0.888602,-0.0238749,42.0,-0.169607,0.0485889,6.23732,6.23981
gamma,-0.0461847,-1.30323,42.0,-0.00770351,-0.057086,1.48067,1.48179
gamma,-1.25944,2.03036,42.0,-0.13489,0.143608,3.50071,1.63
gamma,-0.118671,-0.813836,42.0,0.0107125,-0.0361672,2.26024,2.24071
gamma,-1.03823,-0.841613,42.0,-0.038712,-0.039462,1.5209,1.19991
gamma,-1.13337,0.616094,42.0,-0.102714,0.058297,4.04178,0.511773
gamma,-0.39248,-1.96058,42.0,-0.250697,0.366349,1.91543,0.927707
gamma,0.0254225,0.268797,42.0,-0.131717,-0.0455007,13.2237,0.0
gamma,-2.07448,-0.720831,42.0,-0.206718,-0.031522,2.42216,1.64417
gamma,0.600745,0.33062,42.0,0.0381814,-0.00594293,1.65366,1.27176
gamma,0.265833,-0.421407,42.0,0.058192,-0.012879,1.35274,0.660581
gamma,-3.80661,-0.513571,42.0,-0.080532,0.019507,0.330025,0.257476
gamma,1.7271,0.523929,42.0,0.120009,0.0749375,3.41702,2.33323
gamma,2.00618,2.05794,42.0,0.168061,0.243507,1.88179,0.489445
gamma,-1.21043,1.82183,42.0,-0.064595,0.0491082,0.811289,0.815337
gamma,-0.968947,-0.891183,42.0,-0.0951754,-0.134757,4.15202,1.07764
gamma,0.863072,0.00261616,42.0,0.0746841,-0.0598206,0.715655,0.420894
gamma,2.14131,0.504703,42.0,0.0821606,0.0142201,1.15475,0.224494
gamma,-1.2059,0.506679,42.0,-0.0377646,0.0817802,1.16113,0.249375
gamma,-1.24745,-2.24331,42.0,-0.00553784,-0.222281,2.89137,0.513035
gamma,1.5663,1.05885,42.0,0.229024,0.147273,4.75418,1.32023
gamma,-0.147549,-1.41144,42.0,0.0117017,-0.0504607,1.76571,1.49768
gamma,0.425624,-0.689486,42.0,0.00789335,-0.06576,3.8259,1.92071
gamma,-2.94159,-0.664658,42.0,-0.120155,0.250363,0.403068,0.193389
gamma,2.00216,1.60688,42.0,0.179265,0.0937138,2.38188,1.6483
gamma,-0.270331,-0.368035,42.0,0.00366962,-0.0447508,0.354967,0.155526
gamma,0.5517,-0.541885,42.0,0.0499108,-0.0284303,2.01202,2.01284
gamma,-1.06443,1.33661,42.0,-0.0965299,0.103938,3.57241,1.74027
gamma,1.59807,1.07032,42.0,0.114571,0.0676201,2.42559,0.511367
gamma,0.823915,-1.3264,42.0,0.107967,-0.0331318,2.77737,0.484507
gamma,-1.57565,0.116365,42.0,-0.117613,0.142337,0.794794,0.331961
gamma,1.30606,-1.31689,42.0,0.145183,-0.0839599,3.64059,2.35319
gamma,-1.01325,-0.535581,42.0,-0.169477,-0.122282,5.13171,4.46085
gamma,-2.50381,0.656064,42.0,-0.127108,0.0519702,0.657146,0.529415
gamma,-1.62829,-1.74028,42.0,-0.292978,-0.144217,6.01583,6.02469
gamma,-0.468983,0.910984,42.0,0.0219122,0.0959844,1.63096,1.63393
gamma,-1.51492,1.42182,42.0,-0.0902141,0.0902057,0.885602,0.200044
gamma,1.90704,0.830053,42.0,0.143597,0.0989709,0.829746,0.800879
gamma,-0.145675,-1.74889,42.0,-0.0587898,-0.195548,1.97859,1.16673
gamma,1.15159,1.01075,42.0,0.189758,0.0869164,2.07723,0.60166
gamma,0.786859,-0.107644,42.0,0.00329619,-0.129255,1.10049,0.783534
gamma,-0.246963,-1.29723,42.0,-0.011568,-0.0529515,1.6981,1.69897
gamma,-0.0929811,-0.754196,42.0,-0.0388017,-0.117213,5.74021,5.74154
gamma,-2.04859,-1.35848,42.0,-0.309615,-0.141095,4.05854,0.289475
gamma,0.481327,0.986027,42.0,-0.010614,0.0303566,0.144523,0.131361
gamma,-2.12897,-0.299448,42.0,-0.108073,-0.0496896,0.699129,0.43318
gamma,-0.0396673,0.733612,42.0,-0.0269352,0.0447282,3.49647,0.485187
gamma,0.205916,1.41043,42.0,0.0222008,0.102822,2.60802,0.407503
gamma,1.17591,-1.57555,42.0,0.166984,-0.183977,5.54109,5.54666
gamma,-0.502409,1.51904,42.0,-0.0492811,0.089414,2.92977,1.75947
gamma,0.605108,1.98245,42.0,0.246028,0.383337,0.567156,0.360761
gamma,0.576579,0.82676,42.0,0.0327165,0.0363869,2.5768,1.10418
gamma,0.0831683,-0.717342,42.0,0.020338,-0.018627,1.65875,0.311473
gamma,0.876701,-1.12619,42.0,0.0311894,0.00379917,2.2419,2.24212
gamma,0.311889,0.370968,42.0,0.04332,0.0536772,2.76898,2.76984
gamma,0.179968,1.1327,42.0,0.00121021,0.136222,4.30713,0.981442
gamma,-0.0774593,-0.508605,42.0,-0.0563531,-0.0792598,4.38936,4.39043
gamma,1.52366,1.29739,42.0,0.120919,0.0654061,3.0871,3.09016
gamma,2.90729,-1.2986,42.0,0.0825154,-0.00570154,0.593916,0.3711
gamma,-2.08569,-1.17645,42.0,-0.393367,-0.191285,4.82158,4.84138
gamma,0.189247,0.815264,42.0,0.0247382,0.0409878,3.35697,3.35731
gamma,1.01306,0.994322,42.0,0.0965328,0.138863,2.43254,0.897496
gamma,2.2569,1.18746,42.0,0.097533,0.130429,1.34835,0.535288
gamma,-0.11976,1.58397,42.0,0.0154158,0.106225,2.81212,0.740935
gamma,-1.91128,-1.49853,42.0,-0.199826,-0.169263,3.82439,0.362696
gamma,-0.121886,0.199255,42.0,0.01398,-0.00434196,9.31423,9.31424
gamma,3.10632,-1.25723,42.0,0.19297,0.0210824,0.876893,0.342322
gamma,0.283657,2.05837,42.0,0.0114269,0.0855058,0.737767,0.558582
gamma,-0.63773,1.73482,42.0,-0.0213408,0.0419536,0.953793,0.375014
gamma,1.11838,-0.156694,42.0,0.00712202,0.117288,1.08687,1.0932
gamma,-2.15951,1.41699,42.0,-0.188526,0.0530135,1.62024,0.313528
gamma,1.52842,1.86752,42.0,0.0289221,0.0392135,0.76785,0.475182
gamma,-0.0719007,-1.67743,42.0,0.00135709,-0.225105,4.73799,4.74334
gamma,-0.622434,-0.196148,42.0,-0.398942,0.0240488,3.00335,3.02983
gamma,1.18339,1.60275,42.0,0.0824991,0.179414,4.33167,1.47948
gamma,-0.0877466,-0.282617,42.0,0.0379058,0.0536589,0.651494,0.410882
gamma,0.113839,1.4215,42.0,-0.00724841,0.0999786,2.22163,1.08236
gamma,-2.10236,-1.40114,42.0,-0.088069,-0.00563774,0.639298,0.230944
gamma,4.18938,-0.385352,42.0,0.493608,-0.509456,0.906428,1.151
gamma,-2.57704,0.675802,42.0,-0.193905,0.0437349,1.55931,1.57193
gamma,0.439304,-2.26575,42.0,0.0562253,-0.129112,0.737408,0.679365
gamma,1.13534,0.395299,42.0,0.0246201,0.032635,2.68235,0.668914
gamma,-2.55088,-0.0365317,42.0,-0.221857,-0.0885721,1.14506,0.947273
gamma,1.52164,0.730351,42.0,0.00963472,0.0126042,0.0573283,0.0496324
gamma,0.507942,-0.0642898,42.0,0.0524563,0.00469019,2.13183,2.13249
gamma,-1.47199,-1.13823,42.0,-0.143722,-0.184116,4.83794,0.390858
gamma,4.01834,0.810024,42.0,0.780298,-0.378356,2.43642,1.98937
gamma,0.964598,-0.686397,42.0,0.116104,-0.0270135,3.94244,3.94424
gamma,-0.594399,0.125216,42.0,-0.0254607,-0.0381309,4.45039,0.693231
gamma,1.59045,-0.559709,42.0,0.0758197,-0.0447815,2.5684,1.08659
gamma,-0.468349,1.56657,42.0,-0.00544197,0.0840989,2.01038,0.231702
gamma,-0.42907,-1.70796,42.0,-0.0213204,-0.0910136,1.99676,1.46895
gamma,0.0906642,-0.995692,42.0,0.00342513,0.0205984,2.27007,1.36679
gamma,0.432211,-1.38839,42.0,0.0985021,-0.109872,4.66756,4.66989
gamma,2.46837,1.51844,42.0,0.0841125,0.0870797,0.812946,0.240222
gamma,1.39657,-0.922458,42.0,0.152502,-0.0846999,3.01578,0.314723
gamma,-1.10978,-1.22974,42.0,-0.102118,-0.0562719,2.84797,0.520653
gamma,1.03679,-1.64971,42.0,0.0999588,-0.224214,5.51456,2.00866
gamma,-1.54194,0.643242,42.0,-0.0795349,-0.033916,1.03998,0.892999
gamma,1.50463,-1.72703,42.0,0.275033,-0.174622,7.1117,7.11916
gamma,-0.197245,0.647542,42.0,0.00665121,0.0143174,2.35758,0.96008
gamma,2.83307,0.13022,42.0,0.0944579,0.45155,1.33441,0.226849
gamma,1.58654,-1.32726,42.0,0.0602957,-0.13541,0.776396,0.764657
gamma,1.03383,-1.16121,42.0,0.100538,-0.0909506,1.65632,1.4216
gamma,1.08669,-1.31493,42.0,0.0858197,-0.0688896,2.31475,2.31736
gamma,-0.439933,1.52756,42.0,-0.0579115,0.122545,4.50186,2.63116
gamma,2.49137,0.678055,42.0,0.102142,0.0234303,0.711169,0.718849
gamma,-0.104447,0.750924,42.0,0.0161854,0.0548619,3.10251,3.10303
gamma,1.03089,-2.09277,42.0,0.101699,-0.167439,3.0708,0.249375
gamma,1.60301,-1.26974,42.0,0.148028,-0.132585,5.60153,3.44749
gamma,2.04362,1.02472,42.0,0.124554,-0.00570939,0.638016,0.531335
gamma,2.48731,1.18409,42.0,0.391728,0.0608234,4.16414,1.91998
gamma,-0.0189136,0.219079,42.0,-0.0282889,-0.0191036,3.98525,3.98539
gamma,-0.457328,0.367024,42.0,0.0101959,0.07015,0.421557,0.219495
gamma,-2.50924,-0.111309,42.0,-1.06085,0.587487,2.35578,2.64958
gamma,0.862258,-0.263603,42.0,0.0597957,0.0335193,2.4828,1.94304
gamma,-1.28315,0.439625,42.0,-0.169968,0.0675551,4.45739,0.348145
gamma,1.01582,-0.41606,42.0,0.0543329,-0.0223652,2.74042,2.16977
gamma,-2.23854,0.882583,42.0,-0.164079,0.0428734,1.85441,0.24183
gamma,-0.594214,-1.31428,42.0,-0.0376986,-0.0911094,4.30347,3.38417
gamma,0.0612271,1.00917,42.0,-0.0123289,0.180245,5.32205,5.32511
gamma,0.219466,-0.135721,42.0,0.12837,-0.242381,1.74978,0.290128
gamma,1.56359,-0.640447,42.0,0.257087,0.0101147,4.85473,4.86155
gamma,-0.122885,2.04588,42.0,0.0215285,0.127179,2.64173,2.64488
gamma,0.0615848,0.345877,42.0,0.0238475,0.00189377,2.34727,1.83524
gamma,0.781054,1.55511,42.0,-0.0137257,0.14138,3.97965,3.83939
gamma,1.45988,-0.933566,42.0,0.121682,-0.0707669,3.49033,3.49317
gamma,-0.576864,0.340632,42.0,-0.0415603,0.115126,6.21606,6.21727
gamma,1.52738,1.26426,42.0,0.0508335,0.0792907,1.91927,1.92158
gamma,2.15471,1.48514,42.0,0.194133,0.106478,3.25095,3.25849
gamma,-0.66853,1.42768,42.0,-0.0514221,0.0820181,2.27804,2.28009
gamma,1.87956,0.941892,42.0,0.118793,0.0825391,2.50952,0.0
gamma,1.81149,-0.747974,42.0,0.220347,-0.027159,4.62898,4.63431
gamma,-1.77359,1.97405,42.0,-0.157967,0.132452,3.81766,3.82322
gamma,0.126963,1.68286,42.0,-0.00346221,0.18787,3.92577,0.73762
gamma,-1.59879,-1.06192,42.0,-0.114019,-0.0447038,2.34518,2.34837
gamma,0.812977,-0.768062,42.0,0.766617,-0.121663,5.04506,5.10443
gamma,-1.60803,0.232903,42.0,-0.102367,0.0127121,2.30635,1.89991
gamma,1.7396,1.15703,42.0,0.22416,0.14056,2.5955,2.60895
gamma,-0.960848,-1.11503,42.0,-0.0817544,-0.125894,6.64665,1.81114
gamma,-1.21554,-1.50723,62.7069,-0.000295576,-0.000429275,-4.49801e-05,0.0
gamma,-0.465228,1.07312,42.0,-0.0214943,0.153394,4.7562,0.834725
gamma,-0.532942,0.835492,42.0,-0.0913071,0.10394,2.46731,2.47119
gamma,0.875642,-0.061367,42.0,0.0210181,0.0552621,1.16977,1.17126
gamma,-1.91709,-1.37944,42.0,-0.136687,-0.0726501,0.806232,0.308418
gamma,-1.97852,-0.824095,42.0,-0.0180212,-0.0358878,0.432539,0.323679
gamma,0.26548,1.9027,42.0,0.0199333,0.113344,0.497871,0.500289
gamma,-0.0832389,1.87032,42.0,-0.00935496,0.226562,6.49284,6.4968
gamma,0.933905,-0.208623,42.0,0.270972,0.124403,2.39997,0.800412
gamma,0.959592,0.529539,42.0,0.161184,0.00888063,9.01036,1.25295
gamma,-1.61063,-0.529682,42.0,-0.0559432,0.0571903,0.466051,0.256328
gamma,2.17282,1.44863,42.0,0.303504,-0.0655143,2.10881,0.898044
gamma,-1.26454,1.11434,42.0,-0.115875,0.17552,4.44465,4.44963
gamma,-0.211896,1.34648,42.0,-0.034534,0.0672686,2.46869,2.40296
gamma,0.245698,1.90705,42.0,0.0111087,0.0397542,0.218767,0.189505
gamma,-1.87666,1.75555,42.0,-0.502566,0.439009,11.0535,0.0
gamma,-0.719064,-1.95357,42.0,0.0339254,-0.0969812,1.47077,0.69287
gamma,-1.72973,1.38431,42.0,-0.414087,0.310457,9.5555,5.61647
gamma,0.749845,-0.542634,42.0,-0.00107636,0.0262859,0.888482,0.222962
gamma,-1.75006,0.713836,42.0,-0.0723538,0.0132706,1.78667,1.35259
gamma,-2.044,-0.956671,42.0,-0.221283,-0.0566695,4.55912,4.56484
gamma,-0.827047,-1.47555,42.0,-0.0223042,-0.105252,1.85042,0.252939
gamma,-0.678327,-1.12246,42.0,-0.060774,-0.0931387,3.84523,3.7059
gamma,0.056209,-1.92613,42.0,0.0114073,-0.211697,4.88206,1.49573
gamma,1.15854,-1.20814,42.0,0.429208,0.0390702,6.63851,6.65249
gamma,0.529327,0.53259,42.0,0.0204528,0.041315,3.30914,2.33103
gamma,1.63506,0.622047,42.0,0.195836,0.0945634,6.03435,0.0
gamma,1.68845,0.682603,43.8349,0.00358585,0.00356574,0.0113158,0.0
gamma,-1.67947,1.47068,42.0,-0.0635115,0.0441427,1.85535,1.85111
gamma,0.377676,-1.01961,42.0,0.015406,-0.0932728,3.8556,1.21731
gamma,-0.689224,1.10594,42.0,-0.00385041,0.0167191,0.757091,0.211311
gamma,0.937682,-1.96055,42.0,0.0967255,-0.201905,2.99499,1.13472
gamma,0.0551284,-2.00852,42.0,-0.0143443,-0.0694014,1.78045,0.337568
gamma,1.40208,0.00407958,42.0,0.0584112,0.020431,1.34917,0.221609
gamma,-0.614243,1.31196,42.0,-0.0770226,0.00616263,0.777673,0.781503
gamma,-1.62034,-1.31926,42.0,-0.0838173,-0.0525369,1.81089,1.81359
gamma,-1.13521,-1.15518,42.0,-0.0838382,-0.0829849,5.28855,0.472312
gamma,1.67651,0.593828,42.0,0.115417,0.101693,1.82529,1.83176
gamma,-1.8748,1.4016,42.0,-0.175026,0.0788959,3.26463,2.87277
gamma,0.873011,-1.77193,42.0,0.0127415,-0.0648993,0.977909,0.719977
gamma,-0.494612,-0.581648,42.0,-0.0974908,-0.103879,9.2347,9.2358
gamma,-0.472272,-0.760324,42.0,-0.0367028,-0.0378577,1.67123,1.64461
gamma,-2.66217,0.366451,42.0,-0.12758,-0.0349927,0.74618,0.398425
gamma,1.40825,0.69548,42.0,0.164859,0.0146811,1.756,1.76378
gamma,-0.619942,-0.385371,42.0,-0.0171015,-0.0953379,3.18154,0.409528
gamma,-1.38524,-0.592513,42.0,-0.0388839,0.089974,2.30928,0.533883
gamma,1.43118,-1.51936,42.0,0.106135,-0.0817069,3.00173,0.324521
gamma,3.8526,-0.186517,42.0,0.760515,0.370861,1.92563,1.40591
gamma,0.136701,-1.40035,42.0,0.0153221,-0.0904106,3.41035,0.0
gamma,-1.51992,0.648579,42.0,-0.0893961,0.0157943,2.90764,0.620822
gamma,-1.879,1.67235,42.0,-0.0382671,0.0579229,0.795626,0.240133
gamma,1.73404,1.19281,42.0,0.0880792,0.0680662,2.12378,1.47514
gamma,0.25896,0.217083,42.0,0.0676513,-0.0309595,3.39491,1.01586
gamma,-1.49418,-1.05774,42.0,-0.121526,-0.0901958,2.84749,0.818005
gamma,-1.71555,-0.971699,42.0,-0.137468,-0.0374548,2.96723,0.245633
gamma,1.63811,2.03788,42.0,0.584669,0.451731,7.267,0.415186
gamma,-1.66691,1.02939,42.0,-0.125755,0.0605155,3.87693,3.87944
gamma,-0.638379,-0.730591,42.0,-0.0142924,-0.0930598,3.65157,2.51014
gamma,1.84284,0.931064,42.0,0.0245276,0.00539216,0.606079,0.464826
gamma,-0.726161,1.33056,42.0,-0.0449924,0.135015,3.44166,3.4446
gamma,-1.42489,-0.603452,42.0,-0.11689,-0.0706496,2.99248,2.9956
gamma,1.6467,-1.86166,42.0,0.14279,-0.260393,4.94765,4.95655
gamma,-0.714444,0.604655,42.0,-0.169793,0.137039,6.36725,5.90949
gamma,0.245474,-0.439008,42.0,0.220679,-0.101499,12.5351,12.5374
gamma,-2.04685,1.91899,42.0,-0.194995,0.16204,1.9841,0.49816
gamma,-0.563896,-0.682204,42.0,-0.0225332,-0.0417803,1.79891,1.10099
gamma,0.797487,-0.129302,42.0,0.122863,-0.025823,3.42947,3.43176
gamma,-1.55036,-0.064268,42.0,-0.0436058,-0.00641551,1.47086,1.136
gamma,0.595266,0.425323,42.0,0.0686992,-0.00444601,1.93044,0.273226
gamma,-0.0608598,0.557373,42.0,-0.00958823,0.0682656,4.66285,3.48898
gamma,-1.51132,1.19108,42.0,-0.00718824,0.00693848,0.144764,0.136869
gamma,1.42481,-0.328064,42.0,0.0224955,0.109572,0.881999,0.430133
gamma,-2.04842,0.0389668,42.0,-0.24787,0.0146045,4.48788,4.49475
gamma,0.0260192,-1.84194,42.0,0.0381502,-0.0761297,0.580631,0.53007
gamma,-0.564937,0.325474,42.0,-0.0407795,0.0212,2.85653,0.233915
gamma,1.0739,0.658603,42.0,0.00494241,-0.0152716,0.193488,0.176997
gamma,-0.643367,-0.131996,42.0,-0.0292133,0.0270247,3.78132,0.34303
gamma,-0.255453,1.34706,42.0,-0.157501,-0.0124408,6.18032,6.18234
gamma,-1.42069,-0.27384,42.0,-0.124837,-0.0960648,5.67817,5.68035
gamma,2.20931,0.830775,42.0,0.029967,-0.046512,0.473971,0.417291
gamma,1.32437,1.5608,42.0,0.120182,0.147814,6.21487,1.03731
gamma,-1.53687,0.964157,42.0,-0.120835,0.133887,4.67643,0.398201
gamma,-1.64067,-1.32984,42.0,-0.0781339,-0.164281,1.96094,0.816598
gamma,-0.241959,-1.94928,42.0,-0.0690677,-0.157138,3.40901,1.8675
gamma,-1.63686,-1.19753,42.0,-0.0916941,-0.00607388,1.49528,1.17216
gamma,1.91487,1.00512,42.0,0.211075,0.14542,4.11725,0.798184
gamma,-1.72293,-0.594807,42.0,-0.156666,-0.00296244,3.17319,2.21253
gamma,1.34081,2.10266,42.0,0.0556444,0.0995305,1.89086,0.255149
gamma,-1.13027,-0.0971592,42.0,-0.086608,0.0250137,3.99043,0.361238
gamma,-2.658,-0.0318559,42.0,-0.178381,-0.0210113,1.20208,0.76451
gamma,-1.10811,-1.78954,42.0,-0.117821,-0.267068,5.92116,5.92835
gamma,1.27264,0.430576,42.0,0.0634494,0.0185396,2.20955,2.11984
gamma,1.0126,0.046943,42.0,0.0135857,0.00989403,0.772008,0.3703
gamma,0.719315,-1.73097,42.0,0.17644,-0.072715,1.79894,0.291585
gamma,1.45948,1.91402,42.0,0.136116,0.104489,3.09774,0.33319
gamma,1.39918,0.620815,42.0,0.0645377,0.0663675,2.91898,2.14079
gamma,0.201284,-1.41653,42.0,-0.0804108,0.0705041,2.34091,2.34335
gamma,1.88613,-1.86239,42.0,0.29297,-0.00127502,0.546772,0.528455
gamma,3.04327,-1.33847,42.0,0.75939,0.0670022,2.55866,1.29431
gamma,2.69724,1.28115,42.0,0.256036,0.100005,2.07031,0.467831
gamma,-0.794209,0.0976817,42.0,-0.0552115,0.0670104,1.27327,1.18308
gamma,-1.55767,1.43251,42.0,-0.234888,0.225604,5.33453,0.822518
gamma,-1.76325,-1.44491,42.0,-0.087419,-0.0866357,1.66629,0.983015
gamma,0.394161,-0.566607,42.0,-0.0128436,-0.0886811,8.32127,8.32175
gamma,0.796463,-0.185298,42.0,0.0225174,0.0104501,1.90845,0.643163
gamma,1.81303,1.14284,42.0,0.697418,0.492624,13.8154,13.8417
gamma,0.723639,0.169677,42.0,0.101604,0.0516301,5.38284,5.38404
gamma,1.2342,-0.71007,42.0,0.19566,-0.141253,5.80163,5.80665
gamma,0.13146,-0.276523,42.0,-0.0185389,-0.0463204,1.40419,0.298364
gamma,-1.56464,1.13277,42.0,-0.23401,0.182872,6.79265,6.79914
gamma,-0.300717,1.1831,42.0,-0.0397845,0.0356545,2.09377,2.09446
gamma,-3.92321,-1.00307,42.0,-0.848024,-0.446673,1.25645,0.755613
gamma,0.824876,1.01612,42.0,0.0706504,0.0867048,6.82203,6.82294
gamma,-0.644087,-0.357885,42.0,-0.0182289,-0.0540561,3.95799,1.02487
gamma,-0.856311,0.287418,42.0,-0.146055,0.0654524,5.61395,0.0
gamma,0.379274,-1.37322,42.0,-0.0319886,0.0269357,1.54017,0.247118
gamma,-1.4832,0.692425,42.0,-0.0579486,0.0270604,1.4999,1.47909
gamma,-1.29031,-0.534737,42.0,-0.0691248,-0.0150168,2.39585,0.289172
gamma,-1.75772,-1.30324,42.0,-0.317233,-0.181973,7.91954,4.56534
gamma,0.243473,-0.202629,42.0,0.046591,-0.02962,3.49842,2.26
gamma,1.08144,-1.68421,42.0,0.153307,-0.307632,7.56784,7.57565
gamma,-0.548352,-1.77043,42.0,-0.0583946,-0.15357,0.871668,0.199133
gamma,0.234954,0.901054,42.0,-0.00781565,0.0537177,1.49726,1.40124
gamma,1.44813,1.4985,42.0,0.287526,0.197852,3.53698,2.47768
gamma,2.0205,-0.439306,42.0,0.00397785,-0.0161701,0.0733844,0.060455
gamma,0.699404,0.263184,42.0,0.0175905,0.024576,0.730419,0.415325
gamma,-1.46792,1.20975,42.0,-0.059876,0.063555,1.73121,0.273642
gamma,-1.30244,1.73399,42.0,-0.0394481,0.10598,1.9875,1.19034
gamma,0.701095,1.84659,42.0,0.011957,0.052045,1.27947,1.28059
gamma,-1.34087,1.72373,42.0,-0.184076,0.122923,2.10705,2.11864
gamma,-0.459125,-1.01219,42.0,-0.0699756,-0.27813,17.1822,0.0
gamma,-1.73183,-0.566084,42.0,-0.103324,0.000973307,1.26367,1.05818
gamma,-0.227934,1.82714,42.0,-0.0610362,-0.0554289,0.159839,0.160861
gamma,0.0337183,-0.20022,42.0,0.0138512,-0.0513858,3.46132,0.376453
gamma,-2.06006,1.27875,42.0,-0.237812,0.0151392,2.51667,2.52793
gamma,1.95115,1.35932,42.0,0.418704,0.329885,7.69684,7.71528
gamma,0.191281,1.04642,42.0,-0.0148393,0.0244078,1.91703,0.33168
gamma,-0.580156,1.69205,42.0,-0.0722257,0.0887165,2.82384,2.82616
gamma,0.9872,1.03547,42.0,0.0590938,0.0696313,4.71114,1.35487
gamma,-0.604421,-1.19295,42.0,-0.0906592,0.113077,3.61322,2.36272
gamma,0.344131,1.47508,42.0,0.0197311,0.278999,4.67891,4.68726
gamma,-1.88856,0.825333,42.0,-0.126471,0.0598422,2.50698,2.51088
gamma,1.04663,0.0996499,42.0,0.0609471,0.0422595,3.82522,2.60237
gamma,1.22897,0.231268,54.075,-0.0114816,0.0338853,0.0927909,0.089094
gamma,0.4126,0.731947,42.0,0.00894977,0.0260097,1.60796,1.60819
gamma,1.40766,-0.423248,42.0,0.082394,-0.0559811,2.6945,0.0
gamma,0.800457,-1.6192,42.0,0.0499113,-0.0772329,2.11208,0.455879
gamma,2.02012,-1.19057,42.0,0.0366483,-0.0508082,0.287113,0.229588
gamma,-0.228746,1.79738,42.0,0.000910271,0.133657,2.60765,0.246464
gamma,1.12737,-1.253,42.0,0.229742,-0.185836,4.25405,4.2643
gamma,0.725396,0.588716,42.0,0.0489245,0.0520592,8.00878,0.327707
gamma,0.00473113,0.696503,42.0,-0.0194957,0.0414059,5.93271,0.692347
gamma,-0.305331,-0.427689,42.0,-0.00690116,-0.271508,19.0165,0.0
gamma,1.52334,-0.104041,42.0,0.564552,0.00988851,18.807,18.8155
gamma,-0.736893,-1.43595,42.0,0.00440007,-0.0329225,0.160657,0.115134
